geneId,ENSEMBL,SYMBOL
22631,ENSMUSG00000022285,Ywhaz
18285,ENSMUSG00000061923,Odf1
21847,ENSMUSG00000037465,Klf10
55960,ENSMUSG00000022339,Ebag9
14042,ENSMUSG00000061731,Ext1
67819,ENSMUSG00000022365,Derl1
210544,ENSMUSG00000022364,Tbc1d31
22770,ENSMUSG00000022361,Zhx1
70472,ENSMUSG00000022360,Atad2
210998,ENSMUSG00000037119,Fam91a1
211770,ENSMUSG00000032501,Trib1
100503021,ENSMUSG00000115426,Gm19510
223601,ENSMUSG00000022378,Cyrib
380993,ENSMUSG00000022335,Zfat
76510,ENSMUSG00000047921,Trappc9
15202,ENSMUSG00000068600,Gml2
22701,ENSMUSG00000047003,Zfp41
378435,ENSMUSG00000047591,Mafa
66656,ENSMUSG00000055762,Eef1d
69020,ENSMUSG00000034429,Zfp707
100503915,ENSMUSG00000071724,Smpd5
106025,ENSMUSG00000022552,Sharpin
223658,ENSMUSG00000022558,Mroh1
12181,ENSMUSG00000022557,Bop1
17886,ENSMUSG00000022443,Myh9
67042,ENSMUSG00000016637,Ift27
207393,ENSMUSG00000043460,Elfn2
106039,ENSMUSG00000033128,Gga1
57028,ENSMUSG00000116165,Pdxp
223690,ENSMUSG00000033055,Ankrd54
18693,ENSMUSG00000068206,Pick1
67040,ENSMUSG00000055065,Ddx17
13404,ENSMUSG00000022429,Dmc1
74158,ENSMUSG00000022426,Josd1
52609,ENSMUSG00000053411,Cbx7
27367,ENSMUSG00000060036,Rpl3
11911,ENSMUSG00000042406,Atf4
11564,ENSMUSG00000022407,Adsl
223701,ENSMUSG00000042292,Mrtfa
321003,ENSMUSG00000022401,Xpnpep3
21685,ENSMUSG00000022389,Tef
14375,ENSMUSG00000022471,Xrcc6
66570,ENSMUSG00000068101,Cenpm
69291,NA,1700001L05Rik
23970,ENSMUSG00000016664,Pacsin2
77627,ENSMUSG00000022441,Efcab6
18141,ENSMUSG00000016619,Nup50
73225,ENSMUSG00000022434,Fam118a
72355,ENSMUSG00000064284,Cdpf1
223773,ENSMUSG00000034333,Zbed4
223774,ENSMUSG00000035845,Alg12
223775,ENSMUSG00000035828,Pim3
239591,ENSMUSG00000022388,Ttll8
77980,ENSMUSG00000036529,Sbf1
100134861,ENSMUSG00000116461,Gm44502
67760,ENSMUSG00000022462,Slc38a2
69612,ENSMUSG00000022992,Kansl2
12455,ENSMUSG00000011960,Ccnt1
381022,ENSMUSG00000048154,Kmt2d
74775,ENSMUSG00000022999,Lmbr1l
22143,ENSMUSG00000023004,Tuba1b
102637490,ENSMUSG00000116371,Gm34284
83797,ENSMUSG00000023018,Smarcd1
21422,ENSMUSG00000009733,Tfcp2
23994,ENSMUSG00000000346,Dazap2
59033,ENSMUSG00000023032,Slc4a8
15370,ENSMUSG00000023034,Nr4a1
68118,ENSMUSG00000037204,Atg101
75705,ENSMUSG00000058655,Eif4b
246277,ENSMUSG00000023044,Csad
223922,ENSMUSG00000099083,Atf7
12419,ENSMUSG00000009575,Cbx5
74120,ENSMUSG00000022529,Zfp263
385674,ENSMUSG00000054939,Zfp174
105246059,ENSMUSG00000005983,Gm41410
52864,ENSMUSG00000039738,Slx4
68015,ENSMUSG00000005981,Trap1
83383,ENSMUSG00000005718,Tfap4
83945,ENSMUSG00000004069,Dnaja3
66626,ENSMUSG00000004071,Cdip1
72615,ENSMUSG00000022515,Anks3
66049,ENSMUSG00000022540,Rogdi
170644,ENSMUSG00000039473,Ubn1
27426,ENSMUSG00000023143,Nagpa
70511,ENSMUSG00000022544,Eef2kmt
54128,ENSMUSG00000022711,Pmm2
69053,ENSMUSG00000022507,1810013L24Rik
381033,ENSMUSG00000116270,Gm1600
74374,ENSMUSG00000068663,Clec16a
12703,ENSMUSG00000038037,Socs1
106205,ENSMUSG00000037965,Zc3h7a
100316833,ENSMUSG00000088544,Mir1945
50505,ENSMUSG00000022545,Ercc4
66086,ENSMUSG00000022677,Cep20
17217,ENSMUSG00000022673,Mcm4
106369,ENSMUSG00000022773,Ypel1
64136,ENSMUSG00000022769,Sdf2l1
224019,ENSMUSG00000055692,Tmem191
12929,ENSMUSG00000006134,Crkl
13356,ENSMUSG00000003166,Dgcr2
15547,ENSMUSG00000022721,Trmt2a
12846,ENSMUSG00000000326,Comt
208146,ENSMUSG00000041215,Yeats2
208643,ENSMUSG00000045983,Eif4g1
75826,ENSMUSG00000022855,Senp2
20462,ENSMUSG00000022858,Tra2b
104156,ENSMUSG00000013089,Etv5
67838,ENSMUSG00000004460,Dnajb11
12053,ENSMUSG00000022508,Bcl6
78618,ENSMUSG00000049076,Acap2
66994,ENSMUSG00000035790,Cep19
239839,ENSMUSG00000022833,Ccdc14
317717,ENSMUSG00000034473,Sec22a
106389,ENSMUSG00000022838,Eaf2
56637,ENSMUSG00000022812,Gsk3b
11544,ENSMUSG00000002844,Adprh
106248,ENSMUSG00000022704,Qtrt2
67841,ENSMUSG00000022663,Atg3
58998,ENSMUSG00000022656,Nectin3
73916,ENSMUSG00000032965,Ift57
619312,ENSMUSG00000097694,G730013B05Rik
271377,ENSMUSG00000022601,Zbtb11
76302,ENSMUSG00000071533,Pcnp
224250,ENSMUSG00000022744,Cldnd1
68146,ENSMUSG00000022911,Arl13b
11957,ENSMUSG00000022890,Atp5j
11820,ENSMUSG00000022892,App
21844,ENSMUSG00000002489,Tiam1
224432,ENSMUSG00000022983,Scaf4
26559,ENSMUSG00000053414,Hunk
207932,ENSMUSG00000039929,Urb1
68001,ENSMUSG00000022972,Cfap298
67367,ENSMUSG00000022974,Paxbp1
77975,ENSMUSG00000022964,Tmem50b
14450,ENSMUSG00000022962,Gart
28080,ENSMUSG00000022956,Atp5o
121022,ENSMUSG00000039680,Mrps6
246133,ENSMUSG00000039672,Kcne2
54720,ENSMUSG00000022951,Rcan1
12394,ENSMUSG00000022952,Runx1
224440,ENSMUSG00000022948,Setd4
56173,ENSMUSG00000047109,Cldn14
20465,ENSMUSG00000062713,Sim2
22129,ENSMUSG00000040785,Ttc3
13185,ENSMUSG00000022898,Vps26c
13548,ENSMUSG00000022897,Dyrk1a
15312,ENSMUSG00000040681,Hmgn1
114604,ENSMUSG00000014039,Prdm15
328734,NA,Pisd-ps2
75117,ENSMUSG00000116767,4930517M08Rik
100310872,ENSMUSG00000092074,Dynlt1a
21648,ENSMUSG00000096255,Dynlt1b
100040531,ENSMUSG00000095677,Dynlt1f
22350,ENSMUSG00000052397,Ezr
380608,ENSMUSG00000052031,Tagap1
75296,ENSMUSG00000069135,Cep43
104103,ENSMUSG00000078247,Airn
21454,ENSMUSG00000068039,Tcp1
51792,ENSMUSG00000007564,Ppp2r1a
74149,ENSMUSG00000071266,Zfp946
75956,ENSMUSG00000039218,Srrm2
11984,ENSMUSG00000024121,Atp6v0c
27410,ENSMUSG00000024130,Abca3
13560,ENSMUSG00000024137,E4f1
224619,ENSMUSG00000052752,Traf7
75178,ENSMUSG00000024155,Meiob
14651,ENSMUSG00000024158,Hagh
26426,ENSMUSG00000039183,Nubp2
106633,ENSMUSG00000024169,Ift140
71718,ENSMUSG00000024170,Telo2
22196,ENSMUSG00000015120,Ube2i
106707,ENSMUSG00000041199,Rpusd1
56424,ENSMUSG00000039615,Stub1
106581,ENSMUSG00000024187,Fam234a
66978,ENSMUSG00000024188,Luc7l
77128,ENSMUSG00000048249,Crebrf
16580,ENSMUSG00000024301,Kifc5b
67675,ENSMUSG00000024194,Cuta
474156,ENSMUSG00000079605,Zbtb9
21463,ENSMUSG00000062859,Tcp11
72775,ENSMUSG00000007570,Fance
268936,ENSMUSG00000063952,Brpf3
106504,ENSMUSG00000024006,Stk38
20383,ENSMUSG00000071172,Srsf3
12575,ENSMUSG00000023067,Cdkn1a
74116,ENSMUSG00000024011,Pi16
21769,ENSMUSG00000044477,Zfand3
22092,ENSMUSG00000024033,Rsph1
18771,ENSMUSG00000006705,Pknox1
56399,ENSMUSG00000024045,Akap8
54194,ENSMUSG00000002625,Akap8l
22404,ENSMUSG00000024050,Wiz
240069,ENSMUSG00000048602,Morc2b
19326,ENSMUSG00000077450,Rab11b
80880,ENSMUSG00000042099,Kank3
100502766,ENSMUSG00000079553,Kifc1
13163,ENSMUSG00000002307,Daxx
21356,ENSMUSG00000024308,Tapbp
14977,ENSMUSG00000024327,Slc39a7
14998,ENSMUSG00000037649,H2-DMa
14312,ENSMUSG00000024335,Brd2
18132,ENSMUSG00000015468,Notch4
54197,ENSMUSG00000015478,Rnf5
112403,ENSMUSG00000040482,Dxo
17687,ENSMUSG00000007035,Msh5
193742,ENSMUSG00000007036,Abhd16a
224727,ENSMUSG00000024392,Bag6
53761,ENSMUSG00000024393,Prrc2a
53817,ENSMUSG00000019432,Ddx39b
106795,ENSMUSG00000050410,Tcf19
268949,ENSMUSG00000073408,Mucl3
68915,ENSMUSG00000038838,Vars2
240087,ENSMUSG00000061607,Mdc1
69192,ENSMUSG00000024422,Dhx16
52040,ENSMUSG00000039220,Ppp1r10
14670,ENSMUSG00000024429,Gnl1
66136,ENSMUSG00000036315,Polr1h
17850,ENSMUSG00000023921,Mmut
381101,ENSMUSG00000040658,Dnph1
27398,ENSMUSG00000002767,Mrpl2
17256,ENSMUSG00000002768,Mea1
72029,ENSMUSG00000023973,Cnpy3
210982,ENSMUSG00000036568,Bicral
12445,ENSMUSG00000034165,Ccnd3
106821,ENSMUSG00000040771,Oard1
72415,ENSMUSG00000023940,Sgo1
15193,ENSMUSG00000002833,Hdgfl2
224897,ENSMUSG00000001229,Dpp9
14154,ENSMUSG00000043683,Fem1a
18140,ENSMUSG00000001228,Uhrf1
193796,ENSMUSG00000024201,Kdm4b
19280,ENSMUSG00000013236,Ptprs
224903,ENSMUSG00000071054,Safb
224904,ENSMUSG00000049760,Micos13
71810,ENSMUSG00000002372,Ranbp3
19725,ENSMUSG00000024206,Rfx2
98053,ENSMUSG00000002658,Gtf2f1
16549,ENSMUSG00000007670,Khsrp
106628,ENSMUSG00000019487,Trip10
414079,ENSMUSG00000090565,4930405O22Rik
14158,ENSMUSG00000000127,Fer
224938,ENSMUSG00000024083,Pja2
17158,ENSMUSG00000024085,Man2a1
30960,ENSMUSG00000024091,Vapa
19765,ENSMUSG00000024096,Ralbp1
21815,ENSMUSG00000047407,Tgif1
17929,ENSMUSG00000024049,Myom1
70891,ENSMUSG00000052525,Spdya
383295,ENSMUSG00000039770,Ypel5
12211,ENSMUSG00000024073,Birc6
320473,ENSMUSG00000039414,Heatr5b
19106,ENSMUSG00000024079,Eif2ak2
260409,ENSMUSG00000036533,Cdc42ep3
72692,ENSMUSG00000024095,Hnrnpll
225027,ENSMUSG00000024097,Srsf7
68531,ENSMUSG00000097047,1110020A21Rik
19043,ENSMUSG00000061130,Ppm1b
74915,ENSMUSG00000053375,Atp6v1e2
56468,ENSMUSG00000037104,Socs5
12314,ENSMUSG00000036438,Calm2
17075,ENSMUSG00000045394,Epcam
73825,ENSMUSG00000034709,Ppp1r21
12916,ENSMUSG00000063889,Crem
240186,ENSMUSG00000050945,Zfp438
19877,ENSMUSG00000024290,Rock1
20641,ENSMUSG00000002477,Snrpd1
56515,ENSMUSG00000024317,Rnf138
59057,ENSMUSG00000051469,Zfp24
225280,ENSMUSG00000047989,Ino80c
68046,ENSMUSG00000024273,2700062C07Rik
106957,ENSMUSG00000024270,Slc39a6
78058,ENSMUSG00000117618,4930578E11Rik
269003,ENSMUSG00000024260,Sap130
225339,ENSMUSG00000041915,Ammecr1l
26405,ENSMUSG00000024383,Map3k2
170459,ENSMUSG00000024378,Stard4
52563,ENSMUSG00000024370,Cdc23
12532,ENSMUSG00000044201,Cdc25c
225363,ENSMUSG00000024360,Etf1
15526,ENSMUSG00000024359,Hspa9
108857,ENSMUSG00000024483,Ankhd1
13367,ENSMUSG00000024456,Diaph1
15183,ENSMUSG00000024454,Hdac3
240261,ENSMUSG00000071855,Ccdc112
240263,ENSMUSG00000033319,Fem1c
240283,ENSMUSG00000037416,Dmxl1
67634,ENSMUSG00000024510,Ftmt
225523,ENSMUSG00000048799,Cep120
16906,ENSMUSG00000024590,Lmnb1
320253,ENSMUSG00000032656,Marchf3
67665,ENSMUSG00000024603,Dctn4
19434,ENSMUSG00000024518,Rax
58801,ENSMUSG00000024521,Pmaip1
14680,ENSMUSG00000024524,Gnal
69597,ENSMUSG00000024527,Afg3l2
19255,ENSMUSG00000024539,Ptpn2
17191,ENSMUSG00000024513,Mbd2
240396,ENSMUSG00000037253,Mex3c
107029,ENSMUSG00000024556,Me2
69190,ENSMUSG00000035765,Dym
207259,ENSMUSG00000044646,Zbtb7c
17126,ENSMUSG00000024563,Smad2
240442,ENSMUSG00000053950,Adnp2
67655,ENSMUSG00000033323,Ctdp1
18018,ENSMUSG00000033016,Nfatc1
66054,ENSMUSG00000024644,Cndp2
50764,ENSMUSG00000034391,Fbxo15
17771,ENSMUSG00000024905,Tesmin
52036,ENSMUSG00000024908,Ppp6r3
225888,ENSMUSG00000045098,Kmt5b
12660,ENSMUSG00000024843,Chka
52004,ENSMUSG00000024856,Cdk2ap2
11632,ENSMUSG00000024847,Aip
225876,ENSMUSG00000054611,Kdm2a
18563,ENSMUSG00000024892,Pcx
20743,ENSMUSG00000067889,Sptbn2
102902673,ENSMUSG00000096370,Gm21992
107392,ENSMUSG00000080268,Brms1
107975,ENSMUSG00000024855,Pacs1
225861,ENSMUSG00000056185,Snx32
104401,ENSMUSG00000054874,Pcnx3
74126,ENSMUSG00000024807,Syvn1
56327,ENSMUSG00000024944,Arl2
22668,ENSMUSG00000024949,Sf1
16528,ENSMUSG00000024957,Kcnk4
14227,ENSMUSG00000056629,Fkbp2
20867,ENSMUSG00000024966,Stip1
107260,ENSMUSG00000024767,Otub1
13728,ENSMUSG00000024969,Mark2
68229,ENSMUSG00000024970,Spindoc
68693,ENSMUSG00000071659,Hnrnpul2
23942,ENSMUSG00000071646,Mta2
67160,ENSMUSG00000071644,Eef1g
14156,ENSMUSG00000024742,Fen1
13194,ENSMUSG00000024740,Ddb1
68539,ENSMUSG00000034659,Tmem109
28000,ENSMUSG00000024735,Prpf19
76303,ENSMUSG00000024687,Osbp
107321,ENSMUSG00000024696,Lpxn
21888,ENSMUSG00000024642,Tle4
107272,ENSMUSG00000024640,Psat1
67383,ENSMUSG00000024726,Carnmt1
225995,ENSMUSG00000047044,D030056L22Rik
226016,ENSMUSG00000047368,Abhd17b
16601,ENSMUSG00000033863,Klf9
52874,ENSMUSG00000041360,Pum3
19726,ENSMUSG00000040929,Rfx3
59028,ENSMUSG00000024785,Rcl1
58205,ENSMUSG00000016498,Pdcd1lg2
240613,ENSMUSG00000046138,9930021J03Rik
208449,ENSMUSG00000040451,Sgms1
107182,ENSMUSG00000040565,Btaf1
14296,ENSMUSG00000067199,Frat1
212398,ENSMUSG00000047604,Frat2
66583,ENSMUSG00000034321,Exosc1
72199,ENSMUSG00000025159,Mms19
84095,ENSMUSG00000025178,Pi4k2a
69534,ENSMUSG00000018821,Avpi1
14718,ENSMUSG00000025190,Got1
100502982,ENSMUSG00000117698,BC037704
30049,ENSMUSG00000025202,Scd3
20250,ENSMUSG00000025203,Scd2
226153,ENSMUSG00000025209,Twnk
76055,ENSMUSG00000025220,Oga
18742,ENSMUSG00000025229,Pitx3
76952,ENSMUSG00000025041,Nt5c2
170750,ENSMUSG00000025027,Xpnpep1
76479,ENSMUSG00000025024,Smndc1
13006,ENSMUSG00000024974,Smc3
66980,ENSMUSG00000024982,Zdhhc6
240675,ENSMUSG00000025082,Vwa2
74998,ENSMUSG00000040022,Rab11fip2
94281,ENSMUSG00000063698,Sfxn4
633057,ENSMUSG00000094649,Gm7102
12982,ENSMUSG00000059326,Csf2ra
18108,ENSMUSG00000026643,Nmt2
227522,ENSMUSG00000049950,Rpp38
326622,ENSMUSG00000043241,Upf2
50755,ENSMUSG00000058594,Fbh1
13434,ENSMUSG00000026723,Trdmt1
30963,ENSMUSG00000063275,Hacd1
20844,ENSMUSG00000026718,Stam
74455,ENSMUSG00000026707,Nsun6
381350,ENSMUSG00000037708,Spag6
71198,ENSMUSG00000043415,Otud1
227613,ENSMUSG00000036752,Tubb4b
97031,ENSMUSG00000048707,Tprn
227619,ENSMUSG00000036646,Man1b1
227622,ENSMUSG00000047617,Paxx
69379,ENSMUSG00000015083,C8g
51875,ENSMUSG00000026939,Tmem141
100125929,ENSMUSG00000086714,0610009E02Rik
20932,ENSMUSG00000014867,Surf4
329375,ENSMUSG00000079502,Cfap77
269254,ENSMUSG00000043535,Setx
18286,ENSMUSG00000026790,Odf2
241296,ENSMUSG00000007476,Lrrc8a
57170,ENSMUSG00000026856,Dolpp1
227707,ENSMUSG00000026851,BC005624
108168742,ENSMUSG00000087549,Gm13427
72931,ENSMUSG00000044627,Swi5
73737,ENSMUSG00000039195,Bbln
227731,ENSMUSG00000026819,Slc25a25
98952,ENSMUSG00000039157,Fam102a
14287,ENSMUSG00000009566,Fpgs
99326,ENSMUSG00000038860,Garnl3
18516,ENSMUSG00000038718,Pbx3
14828,ENSMUSG00000026864,Hspa5
68365,ENSMUSG00000026878,Rab14
74192,ENSMUSG00000026755,Arpc5l
67857,ENSMUSG00000026753,Ppp6c
56194,ENSMUSG00000061136,Prpf40a
227960,ENSMUSG00000026893,Gca
53416,ENSMUSG00000027030,Stk39
227998,ENSMUSG00000053896,4933409G03Rik
70231,ENSMUSG00000014959,Gorasp2
228019,ENSMUSG00000041975,Mettl8
107435,ENSMUSG00000027018,Hat1
20687,ENSMUSG00000027109,Sp3
68526,ENSMUSG00000041762,Gpr155
11909,ENSMUSG00000027104,Atf2
69605,ENSMUSG00000009207,Lnpk
229279,ENSMUSG00000059005,Hnrnpa3
72421,ENSMUSG00000075273,Ttc30b
228071,ENSMUSG00000042272,Sestd1
241494,ENSMUSG00000027016,Zfp385b
381379,ENSMUSG00000027080,Med19
228136,ENSMUSG00000034075,Zdhhc5
30059,ENSMUSG00000027076,Timm10
20833,ENSMUSG00000027067,Ssrp1
55935,ENSMUSG00000008200,Fnbp4
228355,ENSMUSG00000040687,Madd
75786,ENSMUSG00000040549,Ckap5
102466783,ENSMUSG00000099093,Mir7000
69113,ENSMUSG00000040174,Alkbh3
56348,ENSMUSG00000027195,Hsd17b12
27402,ENSMUSG00000010914,Pdhx
68243,ENSMUSG00000032671,A930018P22Rik
228410,ENSMUSG00000027176,Cstf3
214230,ENSMUSG00000074923,Pak6
76464,ENSMUSG00000027326,Knl1
69408,ENSMUSG00000034278,Dnajc17
68142,ENSMUSG00000034154,Ino80
76246,ENSMUSG00000027304,Rtf1
29808,ENSMUSG00000033943,Mga
98878,ENSMUSG00000027293,Ehd4
68968,ENSMUSG00000027284,Cdan1
100502700,ENSMUSG00000087519,AV039307
27223,ENSMUSG00000043909,Trp53bp1
17754,ENSMUSG00000027254,Map1a
14827,ENSMUSG00000027248,Pdia3
378702,ENSMUSG00000074884,Serf2
319996,ENSMUSG00000060227,Golm2
17147,ENSMUSG00000074881,Mageb3
18457,ENSMUSG00000005804,Bloc1s6
110074,ENSMUSG00000027203,Dut
99100,ENSMUSG00000068394,Cep152
215387,ENSMUSG00000034906,Ncaph
26371,ENSMUSG00000003662,Ciao1
99138,ENSMUSG00000027367,Stard7
17153,ENSMUSG00000027375,Mal
78751,ENSMUSG00000042851,Zc3h6
20515,ENSMUSG00000027397,Slc20a1
67326,ENSMUSG00000027327,1700037H04Rik
18538,ENSMUSG00000027342,Pcna
66634,ENSMUSG00000027353,Mcm8
59030,ENSMUSG00000027274,Mkks
75812,ENSMUSG00000039033,Tasp1
72899,ENSMUSG00000068205,Macrod2
16558,ENSMUSG00000038844,Kif16b
56431,ENSMUSG00000015932,Dstn
81910,ENSMUSG00000027422,Rrbp1
69178,ENSMUSG00000027423,Snx5
241688,ENSMUSG00000037259,Dzank1
27054,ENSMUSG00000027429,Sec23b
241694,ENSMUSG00000037110,Ralgapa2
24128,ENSMUSG00000027433,Xrn2
74533,ENSMUSG00000027439,Gzf1
20667,ENSMUSG00000051817,Sox12
66405,ENSMUSG00000042814,Mcts2
12048,ENSMUSG00000007659,Bcl2l1
12396,ENSMUSG00000038533,Cbfa2t2
19383,ENSMUSG00000027593,Raly
67204,ENSMUSG00000074656,Eif2s2
50518,ENSMUSG00000027596,a
68728,ENSMUSG00000038375,Trp53inp2
207182,ENSMUSG00000027603,Ggt7
14854,ENSMUSG00000027610,Gss
56046,ENSMUSG00000005882,Uqcc1
16328,ENSMUSG00000038241,Cep250
18041,ENSMUSG00000027618,Nfs1
170791,ENSMUSG00000027620,Rbm39
228829,ENSMUSG00000038116,Phf20
67388,ENSMUSG00000027637,Rab5if
108168734,ENSMUSG00000099632,2900093K20Rik
67145,ENSMUSG00000018322,Tomm34
52840,ENSMUSG00000017734,Dbndd2
641368,ENSMUSG00000074593,Spint5
68612,ENSMUSG00000001403,Ube2c
170789,ENSMUSG00000017307,Acot8
228869,ENSMUSG00000039804,Ncoa5
228880,ENSMUSG00000039671,Zmynd8
17979,ENSMUSG00000027678,Ncoa3
110750,ENSMUSG00000002718,Cse1l
20613,ENSMUSG00000042821,Snai1
66589,ENSMUSG00000078923,Ube2v1
407243,ENSMUSG00000090213,Peds1
58220,ENSMUSG00000044641,Pard6b
228913,ENSMUSG00000052056,Zfp217
20878,ENSMUSG00000027496,Aurka
12162,ENSMUSG00000008999,Bmp7
66679,ENSMUSG00000027509,Rae1
74161,ENSMUSG00000087382,Ctcflos
58203,ENSMUSG00000027514,Zbp1
56802,ENSMUSG00000086537,Gnasas1
67126,ENSMUSG00000016252,Atp5e
74189,ENSMUSG00000027525,Phactr3
320558,ENSMUSG00000060445,Sycp2
241846,ENSMUSG00000039108,Lsm14b
52856,ENSMUSG00000039069,Mtg2
228983,ENSMUSG00000039050,Osbpl2
23856,ENSMUSG00000038914,Dido1
229055,ENSMUSG00000069114,Zbtb10
75497,ENSMUSG00000027530,Fabp12
229096,ENSMUSG00000047213,Ythdf3
18583,ENSMUSG00000069094,Pde7a
381485,ENSMUSG00000060913,Trim55
20585,ENSMUSG00000002428,Hltf
13605,ENSMUSG00000027699,Ect2
67778,ENSMUSG00000027667,Zfp639
56456,ENSMUSG00000027671,Actl6a
66046,ENSMUSG00000027673,Ndufb5
229227,ENSMUSG00000037270,Bltp1
14173,ENSMUSG00000037225,Fgf2
229228,ENSMUSG00000050174,Nudt6
99696,ENSMUSG00000044864,Ankrd50
18415,ENSMUSG00000025757,Hspa4l
214048,ENSMUSG00000025762,Larp1b
70804,ENSMUSG00000049940,Pgrmc2
269424,ENSMUSG00000025764,Jade1
67746,ENSMUSG00000087440,4930577N17Rik
108927,ENSMUSG00000048332,Lhfp
24017,ENSMUSG00000036503,Rnf13
229317,ENSMUSG00000027810,Eif2a
20439,ENSMUSG00000036432,Siah2
11416,ENSMUSG00000027822,Slc33a1
229363,ENSMUSG00000027823,Gmps
99929,ENSMUSG00000034640,Tiparp
68259,ENSMUSG00000027778,Ift80
66949,ENSMUSG00000034317,Trim59
97112,ENSMUSG00000027787,Nmd3
56426,ENSMUSG00000027835,Pdcd10
329679,ENSMUSG00000061175,Fnip2
66841,ENSMUSG00000027809,Etfdh
213582,ENSMUSG00000033900,Map9
78212,ENSMUSG00000086273,Rbm46os
229473,ENSMUSG00000033767,Tmem131l
76915,ENSMUSG00000033752,Mnd1
15191,ENSMUSG00000004897,Hdgf
246703,ENSMUSG00000028070,Naxe
17261,ENSMUSG00000001419,Mef2d
76642,ENSMUSG00000096935,1700113A16Rik
12462,ENSMUSG00000001416,Cct3
83409,ENSMUSG00000028062,Lamtor2
66256,ENSMUSG00000041355,Ssr2
74200,ENSMUSG00000028060,Khdc4
229524,ENSMUSG00000068922,Msto1
65111,ENSMUSG00000068921,Dap3
20416,ENSMUSG00000042626,Shc1
100043813,ENSMUSG00000050621,Rps27rt
23922,ENSMUSG00000027937,Jtb
75778,ENSMUSG00000028145,Them4
72634,ENSMUSG00000041912,Tdrkh
53970,ENSMUSG00000005774,Rfx5
78266,ENSMUSG00000019338,Zfp687
18720,ENSMUSG00000028126,Pip5k1a
56205,ENSMUSG00000038619,Ensa
66471,ENSMUSG00000015749,Anp32e
15267,ENSMUSG00000064220,H2ac18
15077,ENSMUSG00000093769,H3c14
83679,ENSMUSG00000038170,Pde4dip
229644,ENSMUSG00000033233,Trim45
242126,ENSMUSG00000033147,Slc22a15
20957,ENSMUSG00000027855,Sycp1
68183,ENSMUSG00000005687,Bcas2
229675,ENSMUSG00000044098,Rsbn1
99470,ENSMUSG00000052539,Magi3
20501,ENSMUSG00000032902,Slc16a1
11950,ENSMUSG00000000563,Atp5pb
229700,ENSMUSG00000048109,Rbm15
20661,ENSMUSG00000068747,Sort1
99512,ENSMUSG00000040389,Wdr47
66921,ENSMUSG00000027881,Prpf38b
229776,ENSMUSG00000033502,Cdc14a
71994,ENSMUSG00000053931,Cnn3
100306957,ENSMUSG00000092730,Snora24
28036,ENSMUSG00000027968,Larp7
70617,ENSMUSG00000050549,Fam241a
67553,ENSMUSG00000028018,Gstcd
319587,ENSMUSG00000097032,4930539J05Rik
51788,ENSMUSG00000037894,H2az1
108943,ENSMUSG00000004127,Trmt10a
11532,ENSMUSG00000028138,Adh5
109333,ENSMUSG00000004591,Pkn2
23908,ENSMUSG00000040151,Hs2st1
51886,ENSMUSG00000028034,Fubp1
55993,ENSMUSG00000005493,Msh4
320790,ENSMUSG00000041235,Chd7
71801,ENSMUSG00000049969,Plekhf2
12448,ENSMUSG00000028212,Ccne2
66185,ENSMUSG00000040720,Virma
100503636,NA,1700123M08Rik
66625,ENSMUSG00000028248,Pnisr
212377,ENSMUSG00000045751,Mms22l
26409,ENSMUSG00000028284,Map3k7
12014,ENSMUSG00000040270,Bach2
108767,ENSMUSG00000040128,Pnrc1
24018,ENSMUSG00000028274,Rngtt
100504309,ENSMUSG00000028407,Smim27
15502,ENSMUSG00000028410,Dnaja1
74255,ENSMUSG00000028409,Smu1
14595,ENSMUSG00000028413,B4galt1
12017,ENSMUSG00000028416,Bag1
74164,ENSMUSG00000028423,Nfx1
109242,ENSMUSG00000028438,Kif24
329828,ENSMUSG00000046312,Myorg
622404,ENSMUSG00000028461,Ccdc107
12913,ENSMUSG00000028466,Creb3
242408,ENSMUSG00000043633,Fam221b
73469,ENSMUSG00000035696,Rnf38
230119,ENSMUSG00000049657,Zbtb5
230126,ENSMUSG00000044813,Shb
100121,ENSMUSG00000035517,Tdrd7
21812,ENSMUSG00000007613,Tgfbr1
56737,ENSMUSG00000039740,Alg2
18124,ENSMUSG00000028341,Nr4a3
14211,ENSMUSG00000028312,Smc2
66536,ENSMUSG00000015247,Nipsnap3b
246179,ENSMUSG00000028414,Fktn
19359,ENSMUSG00000028426,Rad23b
72479,ENSMUSG00000028383,Hsdl2
230259,ENSMUSG00000045071,E130308A19Rik
66209,ENSMUSG00000038544,Inip
22696,ENSMUSG00000028389,Zfp37
20529,ENSMUSG00000066150,Slc31a1
66440,ENSMUSG00000066149,Cdc26
17025,ENSMUSG00000028393,Alad
214106,ENSMUSG00000058046,4933430I17Rik
214444,ENSMUSG00000039298,Cdk5rap2
230316,ENSMUSG00000039270,Megf9
21885,ENSMUSG00000008305,Tle1
329877,ENSMUSG00000038024,Dennd4c
67694,ENSMUSG00000028576,Ift74
16476,ENSMUSG00000052684,Jun
319247,ENSMUSG00000044125,9530080O11Rik
230514,ENSMUSG00000035212,Leprot
74754,ENSMUSG00000034926,Dhcr24
72354,ENSMUSG00000025413,Ttc4
329910,ENSMUSG00000034853,Acot11
72475,ENSMUSG00000061887,Ssbp3
230582,ENSMUSG00000028621,Cyb5rl
72938,ENSMUSG00000063172,Hspb11
66073,ENSMUSG00000028567,Txndc12
242620,ENSMUSG00000047143,Dmrta2
